region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alberta,2022-04-02,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
Alberta,2022-04-03,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
Alberta,2022-04-04,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
Alberta,2022-04-05,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
Alberta,2022-04-06,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
Alberta,2022-04-07,,forecast,-0.0393976993731001,0.00787049244409683,0.233087118567933,-0.259160048472227,-0.139874705698548,-0.0781236419939905,0.0109074838308287,0.101491135649472,0.439975677371928
British Columbia,2022-02-01,,estimate,0.157317983503467,0.158188166103573,0.0391853222379284,0.094865200354123,0.132592694320267,0.148429683400573,0.166894049586709,0.183150316746773,0.224614411471891
British Columbia,2022-02-02,,estimate,0.0843395292424026,0.0854103699005466,0.0262822157025324,0.0433098563870117,0.0682922374674121,0.0779453679232574,0.0907801378646726,0.102425284091826,0.130603108932277
British Columbia,2022-02-03,,estimate,0.0257755775874381,0.0263045071635189,0.0230081897792505,-0.0100904942909608,0.0112067951201954,0.0205483786702004,0.0309306972716471,0.0406032024398724,0.0670567572198595
British Columbia,2022-02-04,,estimate,-0.0202350892664496,-0.0204649465910642,0.0233678433431598,-0.0585673736907139,-0.0361200272514317,-0.0260564619551473,-0.0148336672268475,-0.00549204264104914,0.0194878861202873
British Columbia,2022-02-05,,estimate,-0.0559981471289819,-0.0563395271163569,0.0238091179292776,-0.0956882323223046,-0.072883028241812,-0.0618738620519306,-0.0503565562507884,-0.0409336216558578,-0.016936865075509
British Columbia,2022-02-06,,estimate,-0.082378812579073,-0.0827202006095,0.0234382347616562,-0.121695678335514,-0.0987044803923242,-0.0885392745841238,-0.0767812695209147,-0.0668754088566535,-0.0438814215047437
British Columbia,2022-02-07,,estimate,-0.100966869439784,-0.100873045773266,0.022268020772377,-0.136933233789507,-0.116167104626931,-0.106520954651959,-0.0956569163513355,-0.0855815230217665,-0.0645553802906934
British Columbia,2022-02-08,,estimate,-0.112002933724201,-0.111889628772853,0.0205248535514235,-0.145048961122953,-0.125639039329771,-0.117257862088854,-0.1063533120708,-0.0983959996792105,-0.0783592791051405
British Columbia,2022-02-09,,estimate,-0.116688963741192,-0.116696387803377,0.0185189277514925,-0.146413227910121,-0.128936707288969,-0.121427994383147,-0.111795591127826,-0.104154944053481,-0.0867833267122548
British Columbia,2022-02-10,,estimate,-0.11608979485482,-0.116102775882469,0.0166887862338339,-0.143984984068937,-0.127041973927032,-0.120202000708334,-0.111557827014937,-0.104637724828689,-0.0894510862252325
British Columbia,2022-02-11,,estimate,-0.110744776772697,-0.11087513610905,0.0156378524735898,-0.136973220312645,-0.120530261834155,-0.114439400756277,-0.107112849516548,-0.100573755387162,-0.0854218987229515
British Columbia,2022-02-12,,estimate,-0.102283768890441,-0.101819706131332,0.0159184551256498,-0.128356193798131,-0.111973432163209,-0.105835538738029,-0.0982120909266265,-0.0914779927276602,-0.0761419658287485
British Columbia,2022-02-13,,estimate,-0.0910839075502198,-0.0898529707269801,0.0175381774291324,-0.116846062735929,-0.101350070273488,-0.0950681638504596,-0.0870066292940225,-0.0787477105349574,-0.0597007737296172
British Columbia,2022-02-14,,estimate,-0.078036482700337,-0.0760338596727603,0.0198583421268454,-0.105618827711355,-0.089773185650029,-0.082481186954347,-0.0731298353823345,-0.0639725027178948,-0.0404216320462911
British Columbia,2022-02-15,,estimate,-0.0638411403935983,-0.0615363775821843,0.0220484320042103,-0.0942896567940004,-0.0769915876490827,-0.0689112328780532,-0.0579285000858403,-0.0478768311707009,-0.0221890713326604
British Columbia,2022-02-16,,estimate,-0.0495201202781828,-0.0475579692587405,0.023473130796838,-0.0824885575476779,-0.0644072926869826,-0.0551835648163819,-0.0435776348713296,-0.0328292793024237,-0.00558453775477288
British Columbia,2022-02-17,,estimate,-0.0369416660628773,-0.0351845726811399,0.0238539527948652,-0.0722822019327079,-0.0517736483296516,-0.0433698110170838,-0.030271012877644,-0.0203314724197816,0.00764168889624281
British Columbia,2022-02-18,,estimate,-0.0265403202868915,-0.0252542502576449,0.0233021958464793,-0.062184621965471,-0.0413964462526448,-0.0327675978746787,-0.0207703211779039,-0.0105395871829092,0.0146814433985791
British Columbia,2022-02-19,,estimate,-0.0195100463850793,-0.0182633757572885,0.0222359686265322,-0.0538108048358504,-0.0331471353236688,-0.0244797275056171,-0.0140826880791627,-0.00393873072486789,0.0208372296242102
British Columbia,2022-02-20,,estimate,-0.0153027935416763,-0.0143407631177025,0.0211752595677776,-0.0484498675793798,-0.028596264250411,-0.0200683548465859,-0.0103060387331753,-0.000633327509130893,0.0225840500737958
British Columbia,2022-02-21,,estimate,-0.0139195208039556,-0.0132882235500938,0.0204755838614676,-0.04605402962055,-0.026804513818652,-0.018810292056699,-0.00911655550899637,-0.00030495923502646,0.020611754833322
British Columbia,2022-02-22,,estimate,-0.0146757396152103,-0.0146661573543971,0.0201685493776004,-0.0476180747556306,-0.0274073334781647,-0.0197198016587926,-0.00996193067871617,-0.00133267568595664,0.0184037908830044
British Columbia,2022-02-23,,estimate,-0.0172269858149107,-0.0178967180493836,0.0200485894165371,-0.0520668894181188,-0.0308515081665372,-0.0223717550328632,-0.0126225779219732,-0.00457879136082853,0.0139270167781864
British Columbia,2022-02-24,,estimate,-0.0212454241816717,-0.022361724880307,0.0198993785982845,-0.0559809562743496,-0.0351949601347028,-0.0265419670609727,-0.0163931384902385,-0.00866521358928022,0.0080786867161158
British Columbia,2022-02-25,,estimate,-0.0263231223413657,-0.027481020692869,0.0196439894404454,-0.0606568078721355,-0.0406194616300664,-0.0316146956442381,-0.0216440175026985,-0.0142079900747352,0.00287435623427999
British Columbia,2022-02-26,,estimate,-0.0317604324393488,-0.0327645145090884,0.0193463648536931,-0.065484826856411,-0.0452983608337971,-0.0369785929788501,-0.02758320539815,-0.0196873246232933,-0.00221004333860275
British Columbia,2022-02-27,,estimate,-0.0376345812130596,-0.0378363517090165,0.0191160954030284,-0.0694431186537656,-0.0505755469308384,-0.0425249491005545,-0.032975216133637,-0.0253788192675823,-0.00703375763092977
British Columbia,2022-02-28,,estimate,-0.0427180892890334,-0.0424333850267911,0.0190029572606262,-0.072740991426726,-0.0548080091567828,-0.0468604812238358,-0.0380766053851054,-0.0299728699678727,-0.0112829926378069
British Columbia,2022-03-01,,estimate,-0.0466746666121852,-0.0463835885506825,0.0189623560185162,-0.0774126150614515,-0.059309660742783,-0.0512607255995695,-0.0419866880313567,-0.0337998534132108,-0.0150659978097207
British Columbia,2022-03-02,,estimate,-0.0504044100156493,-0.0495733713839714,0.0189094360516992,-0.080315546703522,-0.0624446696765315,-0.0545607751621114,-0.0450870829146195,-0.0372595717900216,-0.0178987176457897
British Columbia,2022-03-03,,estimate,-0.0521298030681296,-0.051914507739074,0.0187961857130528,-0.0816030199439252,-0.0645586285520781,-0.0564107383605525,-0.0478926999216759,-0.0396228078287502,-0.020285791602289
British Columbia,2022-03-04,,estimate,-0.0538192379708959,-0.0533199549246286,0.0186407403929301,-0.0817582019285182,-0.0663157951599898,-0.0581589243190606,-0.0492034103499946,-0.0416061396675581,-0.0221078849673531
British Columbia,2022-03-05,,estimate,-0.0543995711128811,-0.0536933261506966,0.0185001542944003,-0.0828260028771434,-0.0661662394906162,-0.0584795339723908,-0.0494823937984272,-0.0420177015700696,-0.0224869595339279
British Columbia,2022-03-06,,estimate,-0.0533727765946791,-0.0529315729214416,0.0184220744290746,-0.0823734149528091,-0.0652489681583838,-0.0573367942936989,-0.0486667965860447,-0.0411822599868101,-0.0221503666794909
